ld,paper,chamber,title,committee,status,became_law,chapter,primary_sponsor,cosponsors,subjects,num_sponsors,num_actions,num_roll_calls,num_amendments,latest_action_date,latest_action,ps_url,lawmaker_url
1685,HP1120,House,"RESOLUTION, Proposing an Amendment to the Constitution of Maine Concerning the Direct Initiative Process",Veterans and Legal Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 30, 2025",False,,Rep. Amanda COLLAMORE (Pittsfield),Rep. John EDER (Waterboro); Rep. Lucas LANIGAN (Sanford); Rep. Chad PERKINS (Dover-Foxcroft); Rep. Tracy QUINT (Hodgdon); Rep. Tiffany ROBERTS (South Berwick); Rep. Michael SOBOLESKI (Phillips); Sen. Harold STEWART (Aroostook),ELECTIONS,8,3,0,0,2025-04-30,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1120,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1120&SessionID=16
1686,HP1121,House,"An Act to Clarify, Align and Amend Provisions of the Maine Revised Statutes, Title 35-A","Energy, Utilities and Technology",Enacted (ch. 110),True,110,Rep. Melanie SACHS (Freeport),,PUBLIC UTILITIES COMMISSION,1,6,0,0,2025-05-21,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1121,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1121&SessionID=16
1687,HP1122,House,An Act to Clarify and Increase Access to HIV Prevention Medications,"Health Coverage, Insurance and Financial Services",Enacted (ch. 483),True,483,Rep. Matt MOONEN (Portland),Rep. Michelle BOYER (Cape Elizabeth); Rep. Sally CLUCHEY (Bowdoinham); Speaker Ryan FECTEAU (Biddeford); Rep. Anne-Marie MASTRACCIO (Sanford); Rep. Kristi MATHIESON (Kittery),HEALTH CARE PERSONNEL,6,7,0,1,2025-06-25,On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table PASSED TO BE ENACTED in concurrence.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1122,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1122&SessionID=16
1688,HP1123,House,An Act to Encourage Continuing Education Relating to Certain Infection-associated Chronic Conditions for Physicians and Nurses,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, May 28, 2025",False,,Rep. Ambureen RANA (Bangor),Sen. Donna BAILEY (York); Sen. Henry INGWERSEN (York); Rep. Cassie JULIA (Waterville); Rep. Kristi MATHIESON (Kittery); Rep. Amy ROEDER (Bangor); Sen. Harold STEWART (Aroostook),HEALTH CARE PERSONNEL,7,3,0,0,2025-05-28,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1123,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1123&SessionID=16
1689,HP1124,House,An Act to Implement the Recommendations of the Commission to Study Expansion of Public Preschool and Early Care and Education,Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",False,,Rep. Tavis HASENFUS (Readfield),Rep. Michael BRENNAN (Portland); Rep. W. CROCKETT (Portland); President Matthea DAUGHTRY (Cumberland); Speaker Ryan FECTEAU (Biddeford); Sen. James LIBBY (Cumberland); Rep. Kelly MURPHY (Scarborough); Sen. Teresa PIERCE (Cumberland),SCHOOL PROGRAMS,8,3,0,0,2025-05-21,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1124,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1124&SessionID=16
1690,HP1125,House,An Act Regarding Artificial Intelligence in Campaign Advertising,Veterans and Legal Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 27, 2025",False,,Rep. Amy KUHN (Falmouth),Rep. Kristen CLOUTIER (Lewiston); Rep. Marc MALON (Biddeford); Rep. Jennifer POIRIER (Skowhegan); Rep. Dylan PUGH (Portland); Rep. Daniel SAYRE (Kennebunk); Rep. Laura SUPICA (Bangor),ELECTIONS,7,3,0,0,2025-05-27,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1125,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1125&SessionID=16
1691,HP1126,House,An Act to Expand Access to Justice in Rural Maine by Incentivizing Attorneys to Practice in Underserved Areas,Education and Cultural Affairs,Enacted (ch. 508),True,508,Rep. Amy KUHN (Falmouth),Sen. Anne CARNEY (Cumberland); Rep. John DUCHARME (Madison); Rep. Rachel HENDERSON (Rumford); Rep. Adam LEE (Auburn); Rep. Kelly MURPHY (Scarborough); Rep. Jennifer POIRIER (Skowhegan); Rep. Eleanor SATO (Gorham); Rep. David SINCLAIR (Bath),UNIVERSITY OF MAINE SYSTEM,9,15,0,1,2025-07-08,HELD BY THE GOVERNOR.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1126,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1126&SessionID=16
1692,HP1127,House,An Act Regarding Antlerless Deer Permits for Certain Agricultural Landowners,Inland Fisheries and Wildlife,"Ought Not to Pass Pursuant To Joint Rule 310, May 29, 2025",False,,Rep. William TUELL (East Machias),,HUNTING,1,3,0,0,2025-05-29,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1127,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1127&SessionID=16
1693,HP1128,House,An Act to Establish a Sustainable Housing Development Prison Work Program,Criminal Justice and Public Safety,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Rafael MACIAS (Topsham),Rep. Stephan BUNKER (Farmington); Rep. Flavia DEBRITO (Waterville); Rep. Tavis HASENFUS (Readfield); Rep. Grayson LOOKNER (Portland); Rep. Nina MILLIKEN (Blue Hill); Rep. D. RAY (Lincolnville),PRISONERS,7,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1128,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1128&SessionID=16
1694,HP1129,House,An Act to Provide an Income Tax Credit for Certain Disaster Mitigation Projects for Working Waterfront Property,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, Jan 20, 2026",False,,Rep. Morgan RIELLY (Westbrook),President Matthea DAUGHTRY (Cumberland); Rep. Holly EATON (Deer Isle); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Cheryl GOLEK (Harpswell); Rep. Kristi MATHIESON (Kittery); Rep. Ann MATLACK (St. George); Sen. Marianne MOORE (Washington); Rep. Holly STOVER (Boothbay); Rep. Tiffany STROUT (Harrington),INCOME TAX,10,4,0,0,2026-01-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1129,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1129&SessionID=16
1695,HP1130,House,An Act to Require Law Enforcement Agencies to Adopt Written Policies Regarding Sex Trafficking and Commercial Sexual Exploitation,Criminal Justice and Public Safety,Enacted (ch. 344),True,344,Rep. Amy ARATA (New Gloucester),Sen. Anne BEEBE-CENTER (Knox); Rep. Lynn COPELAND (Saco); Rep. Janice DODGE (Belfast); Rep. Lori GRAMLICH (Old Orchard Beach); Rep. Grayson LOOKNER (Portland); Rep. Robert NUTTING (Oakland); Rep. Holly SARGENT (York); Rep. Laura SUPICA (Bangor); Rep. Samuel ZAGER (Portland),CRIMES,10,6,0,1,2025-06-09,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1130,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1130&SessionID=16
1696,HP1131,House,"Resolve, to Study Maine's Absolute Dominion and Beneficial Use Laws Relating to Water Rights",Environment and Natural Resources,"Died On Adjournment, Apr 29, 2026",False,,Rep. Lori GRAMLICH (Old Orchard Beach),Sen. Richard BENNETT (Oxford); Rep. Richard CAMPBELL (Orrington); Rep. Victoria DOUDERA (Camden); Rep. Sean FAIRCLOTH (Bangor); Sen. Nicole GROHOSKI (Hancock); Rep. Christopher KESSLER (South Portland); Rep. Adam LEE (Auburn); Rep. Daniel SAYRE (Kennebunk); Rep. David SINCLAIR (Bath),GROUNDWATER,10,8,1,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1131,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1131&SessionID=16
1697,HP1132,House,An Act to Increase Penalties to Deter Violations of the Laws Regarding Improper Pesticide Use,"Agriculture, Conservation and Forestry",Enacted (ch. 292),True,292,Rep. Victoria DOUDERA (Camden),Rep. Lori GRAMLICH (Old Orchard Beach); Rep. Allison HEPLER (Woolwich); Rep. William PLUECKER (Warren),PESTICIDES,4,6,1,1,2025-06-09,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1132,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1132&SessionID=16
1698,HP1133,House,An Act Regarding Changes of Ownership of Dams,Environment and Natural Resources,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Nina MILLIKEN (Blue Hill),Rep. Steven BISHOP (Bucksport); Sen. Nicole GROHOSKI (Hancock); Sen. David HAGGAN (Penobscot),DAMS,4,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1133,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1133&SessionID=16
1699,HP1134,House,An Act to Create a Refundable Tax Credit for Agricultural Enterprises,Taxation,"Ought Not to Pass Pursuant To Joint Rule 310, Jan 20, 2026",False,,Rep. William PLUECKER (Warren),Sen. Russell BLACK (Franklin); Rep. Mark COOPER (Windham); Rep. Dean CRAY (Palmyra); Rep. James DILL (Old Town); Rep. Sharon FROST (Belgrade); Rep. Timothy GUERRETTE (Caribou); Rep. Allison HEPLER (Woolwich); Rep. Caldwell JACKSON (Oxford); Sen. Rachel TALBOT ROSS (Cumberland),INCOME TAX,10,4,0,0,2026-01-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1134,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1134&SessionID=16
1700,HP1135,House,An Act to Create a Direct Investment Pilot Project Under the Maine Clean Energy and Sustainability Accelerator,"Energy, Utilities and Technology",Enacted (ch. 223),True,223,Rep. Melanie SACHS (Freeport),Rep. Valli GEIGER (Rockland); Sen. Nicole GROHOSKI (Hancock); Rep. Christopher KESSLER (South Portland); Sen. Mark LAWRENCE (York); Rep. Mathew MCINTYRE (Lowell); Rep. Walter RUNTE (York); Rep. Sophia WARREN (Scarborough); Rep. Kilton WEBB (Durham),ELECTRIC UTILITIES,9,6,0,1,2025-05-28,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1135,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1135&SessionID=16
1701,HP1136,House,"Resolve, Directing the Department of Education to Establish a Working Group to Study the Maine Learning Results",Education and Cultural Affairs,Enacted (ch. 76),True,76,Rep. Michael BRENNAN (Portland),Rep. Kristen CLOUTIER (Lewiston); Rep. Janice DODGE (Belfast); Rep. Lori GRAMLICH (Old Orchard Beach); Rep. Christina MITCHELL (Cumberland); Rep. Matt MOONEN (Portland); Rep. Kelly MURPHY (Scarborough); Sen. Joseph RAFFERTY (York); Rep. Holly SARGENT (York),SCHOOL PROGRAMS,9,6,0,1,2025-06-05,"FINALLY PASSED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1136,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1136&SessionID=16
1702,HP1137,House,An Act to Amend Election Polling Place Candidate Restrictions,Veterans and Legal Affairs,Enacted (ch. 331),True,331,Rep. Mark COOPER (Windham),Rep. Barbara BAGSHAW (Windham); Rep. Dean CRAY (Palmyra); Rep. Randall HALL (Wilton); Rep. Allison HEPLER (Woolwich); Sen. Craig HICKMAN (Kennebec); Rep. Caldwell JACKSON (Oxford); Rep. Wayne PARRY (Arundel); Rep. Chad PERKINS (Dover-Foxcroft); Sen. Jeffrey TIMBERLAKE (Androscoggin),ELECTIONS,10,6,0,1,2025-06-12,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1137,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1137&SessionID=16
1703,HP1138,House,"Resolve, to Establish the Adverse Childhood Experiences Screening and Resiliency Assessment Pilot Project",Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Lori GRAMLICH (Old Orchard Beach),Rep. Michael BRENNAN (Portland); Rep. Lydia CRAFTS (Newcastle); Rep. Anne GRAHAM (North Yarmouth); Rep. Julia MCCABE (Lewiston); Rep. Christina MITCHELL (Cumberland); Sen. Marianne MOORE (Washington); Rep. Daniel SHAGOURY (Hallowell); Rep. Holly STOVER (Boothbay); Rep. Samuel ZAGER (Portland),SCHOOL PROGRAMS,10,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1138,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1138&SessionID=16
1704,HP1139,House,An Act to Prohibit a School Administrative Unit from Adopting a Policy That Allows a Student to Use a Restroom Designated for Use by the Opposite Sex,Judiciary,"Accepted Majority (ONTP) Report, Jun 13, 2025",False,,Rep. Katrina SMITH (Palermo),Sen. Richard BRADSTREET (Kennebec); Rep. Alicia COLLINS (Sidney); Rep. Gary DRINKWATER (Milford); Rep. John EDER (Waterboro); Rep. Reagan PAUL (Winterport); Rep. Michael SOBOLESKI (Phillips),SCHOOL FACILITIES,7,4,2,1,2025-06-13,"Reports READ . On motion of Representative KUHN of Falmouth, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 479 (Yeas 74 - Nays 72 - Absent 3 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1139,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1139&SessionID=16
1705,HP1140,House,An Act Regarding Adult Education Funding and Oversight,Education and Cultural Affairs,Enacted (ch. 722),True,722,Rep. Holly SARGENT (York),Rep. Michael BRENNAN (Portland); Rep. Janice DODGE (Belfast); Rep. Wayne FARRIN (Jefferson); Rep. Anne GRAHAM (North Yarmouth); Rep. Allison HEPLER (Woolwich); Sen. James LIBBY (Cumberland); Rep. Christina MITCHELL (Cumberland); Rep. Kelly MURPHY (Scarborough); Rep. Daniel SHAGOURY (Hallowell),ADULT EDUCATION,10,12,1,2,2026-04-13,"On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table On motion by Same Senator the Senate SUSPENDED THE RULES to RECONSIDER their actions whereby the Bill was PASSED TO BE ENGROSSED AS AMENDED by Committee Amendment ""A"" (H-611) in concurrence. On further motion by Same Senator the Senate SUSPENDED THE RULES to RECONSIDER their actions whereby Committee Amendment ""A"" (H-611) was ADOPTED. On further motion by Same Senator Senate Amendment ""A"" (S-684) to Committee Amendment ""A"" (H-611) READ and ADOPTED. Committee Amendment ""A"" (H-611) as Amended by Senate Amendment ""A"" (S-684) thereto ADOPTED. PASSED TO BE ENGROSSED AS AMENDED BY Committee Amendment ""A"" (H-611) as Amended by Senate Amendment ""A"" (S-684) thereto in NON-CONCURRENCE. Sent down for concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1140,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1140&SessionID=16
1706,HP1141,House,An Act Regarding Notification of Appointment of Legal Representation for Indigent Clients in Custody,Judiciary,"Died On Adjournment, Apr 29, 2026",False,,Rep. Sophia WARREN (Scarborough),Rep. David BOYER (Poland); Rep. Tavis HASENFUS (Readfield); Sen. Mark LAWRENCE (York); Rep. Kristi MATHIESON (Kittery); Rep. Nina MILLIKEN (Blue Hill); Rep. Christina MITCHELL (Cumberland); Rep. Suzanne SALISBURY (Westbrook); Rep. Daniel SAYRE (Kennebunk); Rep. Charles SKOLD (Portland),LEGAL SERVICES,10,8,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1141,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1141&SessionID=16
1707,HP1142,House,An Act to Require a Person to Be a United States Citizen to Receive State or Local Financial Assistance and to Ensure Municipal Compliance with Federal Immigration Laws,Health and Human Services,"Accepted Majority (ONTP) Report, Jun 9, 2025",False,,Rep. Randall GREENWOOD (Wales),Rep. Gary DRINKWATER (Milford); Rep. John DUCHARME (Madison); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Kathy JAVNER (Chester); Rep. Shelley RUDNICKI (Fairfield); Rep. Katrina SMITH (Palermo); Rep. Michael SOBOLESKI (Phillips); Sen. Harold STEWART (Aroostook); Rep. James THORNE (Carmel),GENERAL ASSISTANCE,10,5,2,1,2025-06-09,Taken from the table by the President On motion by Senator INGWERSEN of York The Majority Ought Not To Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 400 Yeas 21 - Nays 14 - Excused 0 - Absent 0 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1142,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1142&SessionID=16
1708,HP1143,House,An Act to Create the Commercial Fishing Safety Fund to Further Develop Training and Provide Equipment to Recover Ships and Other Watercraft and Persons in Distress or Lost at Sea,Marine Resources,Enacted (ch. 251),True,251,Rep. Tiffany STROUT (Harrington),Rep. Holly EATON (Deer Isle); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Abigail GRIFFIN (Levant); Rep. Allison HEPLER (Woolwich); Rep. Arthur MINGO (Calais); Sen. Marianne MOORE (Washington); Rep. Morgan RIELLY (Westbrook); Rep. Abden SIMMONS (Waldoboro); Rep. William TUELL (East Machias),EMERGENCY SERVICES,10,6,0,1,2025-06-03,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1143,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1143&SessionID=16
1709,HP1144,House,An Act Regarding Antique Automobiles,Transportation,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Randall GREENWOOD (Wales),Rep. Dean CRAY (Palmyra); Rep. James DILL (Old Town); Rep. Gary DRINKWATER (Milford); Sen. Bradlee FARRIN (Somerset); Rep. Timothy GUERRETTE (Caribou); Rep. Michael LANCE (Paris); Rep. Richard MASON (Lisbon); Rep. Shelley RUDNICKI (Fairfield); Rep. Katrina SMITH (Palermo),MOTOR VEHICLES,10,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1144,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1144&SessionID=16
1710,HP1145,House,An Act Regarding the Authority to Transport Prisoners Confined in Jail and the Use of Physical Force with Respect to Prisoners and Persons Who Have Been Arrested,Criminal Justice and Public Safety,Enacted (ch. 429),True,429,Rep. Suzanne SALISBURY (Westbrook),Rep. Donald ARDELL (Monticello); Rep. Tavis HASENFUS (Readfield); Rep. Grayson LOOKNER (Portland); Rep. Parnell TERRY (Gorham),PRISONERS,5,6,4,1,2025-06-17,"Motion of Representative MOONEN of Portland, to TABLE pending PASSAGE TO BE ENACTED FAILED . ROLL CALL NO. 551 (Yeas 69 - Nays 79 - Absent 1 - Excused 2) PASSED TO BE ENACTED . ROLL CALL NO. 552 (Yeas 110 - Nays 38 - Absent 1 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1145,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1145&SessionID=16
