ld,paper,label,adopted,new_title,house_action,senate_action
1222,HP0797,"C ""A"" (H-555 )",False,An Act to Limit Sovereign Immunity for School Administrative Units and School Superintendents,,
1223,HP0798,"C ""A"" (H-1064 )",True,An Act to Establish an Income Tax Credit for Net Energy Billing Costs,Adopted on 4/13/2026,Adopted on 4/14/2026
1223,HP0798,"C ""B"" (H-1065 )",False,An Act to Provide Ongoing Funding to the Net Energy Billing Cost Stabilization Fund,,
1226,HP0801,"C ""A"" (H-333 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
1226,HP0801,"C ""B"" (H-334 )",False,"Resolve, Establishing a Working Group to Study the Regulation of Residential Construction Contractors for the Protection of Consumers",,
1227,HP0802,"C ""A"" (H-762 )",False,,,
1228,HP0803,"C ""A"" (H-764 )",True,An Act to Clarify Certain Terms in and to Make Other Changes to the Automotive Right to Repair Laws,Adopted on 6/17/2025,Adopted on 6/17/2025
1228,HP0803,"C ""B"" (H-765 )",False,An Act to Implement the Recommendations of the Automotive Right to Repair Working Group,,
1229,HP0804,"C ""A"" (H-470 )",True,An Act to Create Equity in Maine's Campaign Finance Laws,Adopted on 6/3/2025,
1230,HP0805,"C ""A"" (H-1030 )",False,An Act to Repeal the Extreme Risk Protection Order Act,,
1231,HP0806,"C ""A"" (H-493 )",True,An Act to Require Legislative Approval of Proposed Permanent Changes to the Overnight Docking of State Ferries on Islands,Adopted on 6/4/2025,Adopted on 6/5/2025
1232,HP0807,"C ""A"" (H-687 )",False,An Act to Require Reporting on Radon Testing and Identification of Radon Prevention Measures for New Commercial and Residential Construction,,
1234,HP0809,"C ""A"" (H-317 )",True,An Act Regarding Cellular Telephones in Public Schools,Adopted on 5/29/2025,Adopted on 5/29/2025
1236,HP0811,"C ""A"" (H-217 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1236,HP0811,"S ""A"" (S-679 ) to C ""A"" (H-217 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1241,HP0816,"C ""A"" (H-480 )",True,,Adopted on 6/4/2025,Adopted on 6/5/2025
1242,HP0817,"C ""A"" (H-116 )",False,,,
1243,HP0818,"C ""A"" (H-254 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
1245,HP0820,"C ""A"" (H-453 )",True,An Act to Establish a Fund and Council to Support Working Waterfronts,Adopted on 6/3/2025,Adopted on 6/3/2025
1246,HP0821,"C ""A"" (H-392 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1248,HP0823,"C ""A"" (H-399 )",True,,Adopted on 6/3/2025,Adopted on 6/4/2025
1252,HP0827,"C ""A"" (H-249 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
1253,HP0828,"C ""A"" (H-219 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
1255,HP0830,"C ""A"" (H-310 )",True,An Act to Require That an Individual Enrolled in the Free Community College Tuition Program Lives in the State Prior to Enrollment at a Community College,,Adopted on 6/2/2025
1257,HP0832,"C ""A"" (H-348 )",True,An Act to Ban the Sale of Cell-cultured Meat,Adopted on 6/2/2025,Adopted on 6/2/2025
1261,HP0836,"C ""A"" (H-613 )",True,"Resolve, to Establish the Community Navigator Pilot Program to Support At-risk Families",Adopted on 6/10/2025,Adopted on 6/11/2025
1263,HP0838,"C ""A"" (H-496 )",True,An Act Regarding Penalties for Fentanyl Trafficking When That Trafficking Results in Serious Bodily Injury of a Person,,Adopted on 6/5/2025
1264,HP0839,"C ""A"" (H-110 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
1265,HP0840,"C ""A"" (H-435 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1265,HP0840,"S ""A"" (S-487 ) to C ""A"" (H-435 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1266,HP0841,"C ""A"" (H-721 )",True,"Resolve, Directing the Department of Health and Human Services, Office of Behavioral Health to Convene a Working Group to Propose a Plan for Expanding the Reach of Treatment Courts",Adopted on 6/16/2025,Adopted on 6/16/2025
1268,HP0843,"C ""A"" (H-539 )",False,,,
1270,HP0845,"C ""A"" (H-746 )",True,,Adopted on 6/17/2025,Adopted on 6/18/2025
1270,HP0845,"H ""A"" (H-771 ) to C ""A"" (H-746 )",True,,Adopted on 6/17/2025,Adopted on 6/18/2025
1273,HP0848,"C ""A"" (H-367 )",False,,,
1275,HP0850,"C ""A"" (H-547 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1276,HP0851,"C ""A"" (H-122 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
1277,HP0852,"C ""A"" (H-551 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1277,HP0852,"S ""A"" (S-680 ) to C ""A"" (H-551 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1279,HP0854,"C ""A"" (H-345 )",True,"Resolve, Establishing the Biotoxin Testing of Cultured Scallops Pilot Program",Adopted on 6/2/2025,Adopted on 6/2/2025
1282,SP0510,"C ""A"" (S-96 )",True,,Adopted on 5/22/2025,Adopted on 5/20/2025
1283,SP0511,"C ""A"" (S-307 )",False,,,
1286,SP0515,"C ""A"" (S-240 )",True,"Resolve, to Establish the Commission to Study the Impact of Blockchain Technology and Cryptocurrency on Maine's Economy and the Risks of Fraud and Theft to Maine Consumers",Adopted on 6/4/2025,Adopted on 6/3/2025
1287,SP0516,"C ""A"" (S-208 )",True,,Adopted on 6/25/2025,Adopted on 6/2/2025
1287,SP0516,"S ""A"" (S-471 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1290,SP0520,"C ""A"" (S-152 )",True,,Adopted on 5/29/2025,Adopted on 5/28/2025
1292,SP0522,"C ""A"" (S-165 )",False,"Resolve, to Establish a Working Group to Create a Plan to Integrate the Maine Turnpike Authority Within the Department of Transportation",,
1294,SP0524,"C ""A"" (S-389 )",True,,Adopted on 6/13/2025,Adopted on 6/13/2025
1294,SP0524,"C ""B"" (S-390 )",False,,,
1296,SP0526,"C ""A"" (S-245 )",True,,Adopted on 6/4/2025,Adopted on 6/3/2025
1297,SP0527,"C ""A"" (S-42 )",True,"Resolve, to Establish the Committee to Study the Use of Sunflower Crops to Produce Biofuels and Other Products",Adopted on 5/7/2025,Adopted on 5/6/2025
1298,SP0528,"C ""A"" (S-396 )",True,"Resolve, to Establish the Commission to Evaluate the Requirements for Licensing of Social Workers and Certification of Behavioral Health Workers",Adopted on 6/17/2025,
1298,SP0528,"C ""B"" (S-397 )",True,,,Adopted on 6/16/2025
1299,SP0529,"C ""A"" (S-361 )",False,,,
1303,SP0533,"C ""A"" (S-282 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1306,SP0536,"C ""A"" (S-92 )",True,,Adopted on 5/22/2025,Adopted on 5/20/2025
1307,SP0537,"C ""A"" (S-197 )",False,An Act to Refund Premium Contributions Made by Employers with Approved Private Plans to the Paid Family and Medical Leave Insurance Fund,,
1308,SP0538,"C ""A"" (S-314 )",True,"Resolve, Directing the Department of Inland Fisheries and Wildlife and the Department of Agriculture, Conservation and Forestry to Examine Issues Related to Public Access to Privately Owned Lands",Adopted on 6/9/2025,Adopted on 6/9/2025
1310,SP0540,"C ""A"" (S-148 )",True,,Adopted on 5/28/2025,Adopted on 5/27/2025
1311,SP0541,"C ""A"" (S-270 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1313,SP0543,"C ""A"" (S-410 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
1315,SP0545,"C ""A"" (S-43 )",True,An Act to Authorize the Display of an Inherent Resolve Campaign Medal Decal on a Special Veterans License Plate and Authorize Certain Other Service Members to Receive Special Commemorative Decals,Adopted on 5/7/2025,Adopted on 5/6/2025
1318,SP0548,"C ""A"" (S-405 )",False,,,
1319,SP0549,"C ""A"" (S-204 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1321,HP0856,"C ""A"" (H-675 )",False,,,
1322,HP0857,"C ""A"" (H-202 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
1323,HP0858,"C ""A"" (H-347 )",True,"Resolve, Directing the Board of Pesticides Control to Evaluate the Impact of Neonicotinoids on Pollinators, Humans and the Environment",Adopted on 6/4/2025,Adopted on 6/2/2025
1323,HP0858,"H ""A"" (H-507 ) to C ""A"" (H-347 )",True,"Resolve, Directing the Board of Pesticides Control to Evaluate the Impact of Neonicotinoids on Pollinators, Humans and the Environment",Adopted on 6/4/2025,Adopted on 6/5/2025
1325,HP0860,"C ""A"" (H-608 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
1326,HP0861,"C ""A"" (H-628 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
1327,HP0862,"C ""A"" (H-400 )",True,"Resolve, Directing the University of Maine System to Study Student Teacher Compensation",Adopted on 6/3/2025,Adopted on 6/4/2025
1328,HP0863,"C ""A"" (H-626 )",True,An Act to Create Culturally Appropriate and Trauma-informed Housing and Recovery Services,Adopted on 6/10/2025,Adopted on 6/11/2025
1329,HP0864,"C ""A"" (H-292 )",False,,,
1330,HP0865,"C ""A"" (H-638 )",True,,Adopted on 6/11/2025,
1331,HP0866,"C ""A"" (H-260 )",False,,,
1332,HP0867,"C ""A"" (H-517 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1333,HP0868,"C ""A"" (H-361 )",False,,,
1336,HP0871,"C ""A"" (H-234 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1336,HP0871,"S ""A"" (S-472 ) to C ""A"" (H-234 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1337,HP0872,"C ""A"" (H-693 )",False,An Act to Amend the Maine Human Rights Act Regarding Female Athletes,,
1339,SP0553,"C ""A"" (S-300 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1340,SP0555,"C ""A"" (S-116 )",True,,Adopted on 5/22/2025,Adopted on 5/21/2025
1341,SP0556,"C ""A"" (S-115 )",True,,Adopted on 5/22/2025,Adopted on 5/21/2025
1343,SP0559,"C ""A"" (S-158 )",True,,,Adopted on 6/2/2025
1343,SP0559,"S ""A"" (S-184 ) to C ""A"" (S-158 )",False,An Act to Protect the Right to Harvest Fish and Wildlife,,
1343,SP0559,"C ""B"" (S-522 )",True,An Act to Protect the Right to Harvest Fish and Wildlife,Adopted on 3/17/2026,Adopted on 3/24/2026
1347,SP0564,"C ""A"" (S-132 )",True,"Resolve, Establishing the Commission to Study the Maine Tort Claims Act",Adopted on 5/27/2025,Adopted on 5/22/2025
1349,SP0566,"C ""A"" (S-221 )",False,,,
1353,HP0876,"C ""A"" (H-873 )",True,,Adopted on 4/14/2026,Adopted on 3/25/2026
1353,HP0876,"H ""A"" (H-1039 ) to C ""A"" (H-873 )",False,,,
1353,HP0876,"H ""B"" (H-1049 ) to C ""A"" (H-873 )",False,,,
1353,HP0876,"H ""C"" (H-1067 ) to C ""A"" (H-873 )",True,,Adopted on 4/14/2026,Adopted on 12:00:00 AM
1355,HP0878,"C ""A"" (H-624 )",True,"Resolve, to Require the Governor's Energy Office to Study Taxation of Renewable Energy Infrastructure",Adopted on 6/25/2025,Adopted on 6/25/2025
1355,HP0878,"S ""A"" (S-473 ) to C ""A"" (H-624 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1356,HP0879,"C ""A"" (H-329 )",False,,,
1358,HP0881,"C ""A"" (H-282 )",False,"Resolve, to Direct the Public Utilities Commission to Evaluate Transmission and Distribution Utility Affiliate Interconnection Standards",,
1359,HP0882,"C ""A"" (H-302 )",True,"Resolve, to Direct the Department of Transportation to Report Progress Made Toward Implementing Recommendations Based on the 2025 Public Transit Advisory Council Report",Adopted on 5/28/2025,Adopted on 5/28/2025
1361,HP0884,"C ""A"" (H-536 )",True,An Act to Require Insurance Coverage for Covered Dental Services Provided by Licensed Dental Hygienists,Adopted on 6/9/2025,Adopted on 6/9/2025
1364,HP0887,"C ""A"" (H-523 )",False,"Resolve, Directing the Department of Inland Fisheries and Wildlife to Evaluate Efforts to Promote the Use of Non-lead Ammunition",,
1365,HP0888,"C ""A"" (H-968 )",False,An Act to Allow Adult Use Cannabis Stores to Operate Cannabis Consumption Lounges,,
1366,HP0889,"C ""A"" (H-332 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
1371,HP0894,"C ""A"" (H-196 )",False,,,
1372,HP0895,"C ""A"" (H-360 )",False,,,
1375,SP0569,"C ""A"" (S-228 )",True,,Adopted on 6/3/2025,Adopted on 6/2/2025
1376,SP0570,"C ""A"" (S-207 )",True,An Act to Increase the Availability of Ready-to-drink Beverages Containing Spirits,,Adopted on 6/3/2025
1377,SP0572,"C ""A"" (S-164 )",True,,Adopted on 5/29/2025,Adopted on 5/28/2025
1382,HP0904,"C ""A"" (H-600 )",True,,Adopted on 6/9/2025,Adopted on 6/10/2025
1386,HP0908,"C ""A"" (H-742 )",True,An Act to Provide Emergency One-time Relief from the Wild Blueberry Tax for Sellers in Maine,Adopted on 6/17/2025,
1389,HP0911,"C ""A"" (H-128 )",True,,Adopted on 5/13/2025,Adopted on 5/14/2025
1389,HP0911,"C ""B"" (H-782 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1390,HP0912,"C ""A"" (H-277 )",True,"Resolve, Directing the Secretary of State to Develop Recommendations for a Multiyear Registration System for National Car Rental Companies",Adopted on 5/27/2025,Adopted on 5/28/2025
1393,HP0915,"C ""A"" (H-218 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
1394,HP0916,"C ""A"" (H-763 )",False,An Act to Clarify Certain Terms in the Automotive Right to Repair Laws,,
1395,HP0917,"C ""A"" (H-284 )",False,,,
1400,HP0922,"C ""A"" (H-505 )",False,An Act to Exempt Certain Public School Districts and Agricultural Employers and Employees from the Paid Family and Medical Leave Benefits Program,,
1404,HP0926,"C ""A"" (H-210 )",True,,Adopted on 5/22/2025,Adopted on 5/27/2025
1405,HP0927,"C ""A"" (H-242 )",False,An Act to Amend Laws Governing the Public Utilities Commission Concerning Participant and Intervenor Funding,,
1406,HP0928,"C ""A"" (H-419 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1407,HP0929,"C ""A"" (H-267 )",True,"Resolve, Directing the Department of Labor to Report the Findings of the Indoor Air Quality Advisory Group",Adopted on 5/27/2025,Adopted on 5/28/2025
1412,HP0934,"C ""A"" (H-286 )",True,,Adopted on 5/28/2025,Adopted on 5/29/2025
1412,HP0934,"C ""B"" (H-287 )",False,,,
1413,SP0552,"C ""A"" (S-86 )",True,An Act to Amend Laws Governing Hearing Aid Dealers to Allow an Exception to Certain Hearing Examination Requirements,Adopted on 5/22/2025,Adopted on 5/20/2025
1414,SP0554,"C ""A"" (S-518 )",True,"Resolve, to Improve the Availability of Child Care by Increasing Certain Reimbursements Under the Maine Child Care Affordability Program and Establishing a Grant Program to Facilitate Off-hours Care",Adopted on 3/10/2026,Adopted on 3/3/2026
1416,SP0562,"C ""A"" (S-550 )",True,An Act to Establish a Commission to Study the Placement of Individuals Committed by a Court to the Custody of the Department of Health and Human Services and to Update a Cross-reference Regarding Such Placement,Adopted on 3/19/2026,Adopted on 3/17/2026
1419,SP0575,"C ""A"" (S-491 )",True,,Adopted on 2/10/2026,Adopted on 1/27/2026
1420,SP0576,"C ""A"" (S-157 )",True,,Adopted on 5/29/2025,Adopted on 5/28/2025
1420,SP0576,"S ""A"" (S-232 ) to C ""A"" (S-157 )",False,,,
1423,SP0579,"C ""A"" (S-419 )",True,,Adopted on 6/17/2025,Adopted on 6/16/2025
1423,SP0579,"C ""B"" (S-420 )",False,,,
1425,SP0581,"C ""A"" (S-150 )",True,,Adopted on 5/28/2025,Adopted on 5/27/2025
1426,HP0935,"C ""A"" (H-206 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1426,HP0935,"S ""A"" (S-474 ) to C ""A"" (H-206 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1427,HP0936,"C ""A"" (H-602 )",True,,Adopted on 6/9/2025,Adopted on 6/10/2025
1427,HP0936,"C ""B"" (H-603 )",False,,,
1428,HP0937,"C ""A"" (H-508 )",True,,Adopted on 6/4/2025,Adopted on 6/5/2025
1430,HP0939,"C ""A"" (H-481 )",True,An Act Regarding the Transfer of Moose Permits to Disabled Veterans,Adopted on 6/4/2025,Adopted on 6/5/2025
1431,HP0940,"C ""A"" (H-386 )",False,An Act to End Information Sharing of Voter Registration Information Through a Contract with a Nonprofit Corporation of Member States,,
1432,HP0941,"C ""A"" (H-689 )",False,An Act Regarding Consideration of Gender Identity in the Maine Human Rights Act,,
1433,HP0942,"C ""A"" (H-194 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1433,HP0942,"S ""A"" (S-475 ) to C ""A"" (H-194 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1435,HP0944,"C ""A"" (H-441 )",False,An Act to Allow a Municipality or Local Lake Association to Post Certain Information on Informational Signs Located at State Boat Launch Facilities with Department of Inland Fisheries and Wildlife Permission,,
1436,HP0945,"C ""A"" (H-203 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
1437,HP0946,"C ""A"" (H-290 )",False,,,
1439,HP0948,"C ""A"" (H-416 )",False,,,
1440,HP0949,"C ""A"" (H-200 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1443,SP0584,"C ""A"" (S-302 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1444,SP0585,"C ""A"" (S-379 )",False,,,
1444,SP0585,"C ""B"" (S-593 )",True,"An Act to Clarify the Application of Finch v. U.S. Bank, N.A.",Adopted on 3/31/2026,Adopted on 3/30/2026
1445,SP0586,"C ""A"" (S-147 )",True,An Act to Prevent Financial Exploitation of Vulnerable Adults,Adopted on 5/28/2025,Adopted on 5/27/2025
1449,SP0590,"C ""A"" (S-381 )",True,"Resolve, Establishing the Working Group on Modernizing State Grants, Contracts and Procurement",Adopted on 6/13/2025,Adopted on 6/12/2025
1449,SP0590,"C ""B"" (S-382 )",False,"Resolve, Establishing the Working Group on Modernizing State Grants, Contracts and Procurement",,
1450,SP0591,"C ""A"" (S-176 )",True,,Adopted on 6/2/2025,Adopted on 5/29/2025
1451,SP0592,"C ""A"" (S-262 )",True,"Resolve, Directing the Department of Transportation to Establish the Maine Coordinating Working Group on Access and Mobility",Adopted on 6/4/2025,Adopted on 6/3/2025
1453,SP0594,"C ""A"" (S-243 )",True,"Resolve, to Establish the Housing Production Innovation Working Group",Adopted on 6/4/2025,Adopted on 6/3/2025
1456,SP0597,"C ""A"" (S-77 )",True,,Adopted on 5/20/2025,Adopted on 5/14/2025
1457,SP0598,"C ""A"" (S-605 )",False,,,
1457,SP0598,"S ""A"" (S-622 ) to C ""A"" (S-605 )",False,An Act to Increase the Fine for Speeding in a Construction Zone,,
1457,SP0598,"S ""B"" (S-649 ) to C ""A"" (S-605 )",False,,,
1458,SP0599,"C ""A"" (S-171 )",False,,,
1460,HP0952,"C ""A"" (H-503 )",False,,,
1461,HP0953,"C ""A"" (H-404 )",False,An Act to Prohibit School Boards from Implementing or Enforcing Mask Mandates Unless Directed to Adopt a Mask Mandate by a State or Local Health Authority,,
1461,HP0953,"C ""B"" (H-405 )",False,An Act to Prohibit School Boards from Implementing or Enforcing Mask Mandates Unless Directed to Adopt a Mask Mandate by a State or Local Health Authority,,
1466,HP0958,"C ""A"" (H-425 )",False,,,
1467,HP0959,"C ""A"" (H-586 )",True,An Act to Require Independent Repair Facilities to Provide Certain Disclosures to Consumers,Adopted on 6/10/2025,
1469,HP0961,"C ""A"" (H-372 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1471,HP0963,"C ""A"" (H-554 )",True,An Act to Require Energy Efficiency Disclosure Statements for Certain Rental Housing in the State,Adopted on 6/9/2025,Adopted on 6/9/2025
1473,HP0965,"C ""A"" (H-321 )",True,An Act to Require Gas Utilities to Assess for Natural Gas Leaks and to Require Reporting of Gas Leak Information,Adopted on 5/29/2025,Adopted on 6/2/2025
1474,HP0966,"C ""A"" (H-577 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1474,HP0966,"S ""A"" (S-681 ) to C ""A"" (H-577 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1476,HP0968,"C ""A"" (H-454 )",False,,,
1477,HP0969,"C ""A"" (H-800 )",True,"An Act to Subsidize Pilotage Costs for Ferries Operating Between Bar Harbor, Maine and Yarmouth, Nova Scotia",,Adopted on 3/5/2026
1478,HP0970,"C ""A"" (H-395 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1479,HP0971,"C ""A"" (H-553 )",False,,,
1483,SP0601,"C ""A"" (S-137 )",True,,Adopted on 5/28/2025,Adopted on 5/27/2025
1485,HP0976,"C ""A"" (H-549 )",False,,,
1488,SP0603,"C ""A"" (S-320 )",True,An Act Regarding Cannabis Testing,Adopted on 6/17/2025,Adopted on 6/16/2025
1488,SP0603,"S ""A"" (S-342 ) to C ""A"" (S-320 )",False,An Act Regarding Cannabis Testing,,
1488,SP0603,"S ""B"" (S-409 ) to C ""A"" (S-320 )",True,An Act Regarding Cannabis Testing,Adopted on 6/17/2025,Adopted on 6/16/2025
1488,SP0603,"C ""B"" (S-586 )",True,An Act Regarding Adult Use Cannabis Testing,Adopted on 3/31/2026,Adopted on 3/30/2026
1490,SP0605,"C ""A"" (S-306 )",True,An Act to Allow Nonprofit Organizations to Sell Progressive Sealed Ticket Games and to Offer Partner-assisted Beano,Adopted on 6/9/2025,Adopted on 6/9/2025
1493,SP0608,"C ""A"" (S-313 )",True,An Act to Limit Corporate Use of the Visual Media Production Credit,Adopted on 6/9/2025,Adopted on 6/9/2025
1494,HP0978,"C ""A"" (H-436 )",True,,Adopted on 6/5/2025,Adopted on 6/9/2025
1496,HP0980,"C ""A"" (H-666 )",True,An Act to Ensure Ongoing Access to Medications and Care for Chronic Conditions by Changing Requirements for Prior Authorizations,Adopted on 6/12/2025,Adopted on 6/13/2025
1497,HP0981,"C ""A"" (H-268 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
1498,HP0982,"C ""A"" (H-734 )",True,An Act to Address Maine's Housing Crisis by Limiting Municipal Impact Fees on Housing Development and Transferring Oversight of the Housing Opportunity Program to the Maine Office of Community Affairs,Adopted on 6/25/2025,Adopted on 6/25/2025
1498,HP0982,"S ""A"" (S-476 ) to C ""A"" (H-734 )",True,An Act to Address Maine's Housing Crisis by Limiting Municipal Impact Fees on Housing Development,Adopted on 6/25/2025,Adopted on 6/25/2025
1500,HP0984,"C ""A"" (H-446 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1500,HP0984,"S ""A"" (S-477 ) to C ""A"" (H-446 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1502,HP0986,"C ""A"" (H-916 )",True,,Adopted on 3/30/2026,Adopted on 4/2/2026
1503,HP0987,"C ""A"" (H-221 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
1505,HP0989,"C ""A"" (H-552 )",False,,,
1506,HP0990,"C ""A"" (H-729 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
1507,HP0991,"C ""A"" (H-794 )",True,An Act to Require the Installation of Warning Signs at Certain Oil Storage Facilities,,Adopted on 3/5/2026
1507,HP0991,"H ""A"" (H-923 ) to C ""A"" (H-794 )",False,An Act to Require the Installation of Warning Signs at Certain Oil Storage Facilities,,
1511,HP0995,"C ""A"" (H-668 )",True,,Adopted on 6/12/2025,Adopted on 6/13/2025
1514,HP0998,"C ""A"" (H-355 )",True,,Adopted on 6/11/2025,Adopted on 6/2/2025
1514,HP0998,"S ""A"" (S-343 ) to C ""A"" (H-355 )",True,,Adopted on 6/11/2025,Adopted on 6/11/2025
1515,HP0999,"C ""A"" (H-526 )",True,An Act to Exempt Wheelchair Adapted Motor Vehicles from the Sales and Use Tax,Adopted on 6/9/2025,Adopted on 6/9/2025
1516,HP1000,"C ""A"" (H-339 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1517,HP1002,"C ""A"" (H-578 )",False,,,
1519,HP1004,"C ""A"" (H-412 )",True,,Adopted on 6/10/2025,Adopted on 6/9/2025
1519,HP1004,"S ""A"" (S-292 )",True,,Adopted on 6/10/2025,Adopted on 6/9/2025
1519,HP1004,"S ""A"" (S-682 ) to C ""A"" (H-412 )",False,,,
1519,HP1004,"H ""A"" (H-1054 ) to C ""A"" (H-412 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1522,HP1007,"C ""A"" (H-532 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1523,HP1008,"C ""A"" (H-443 )",True,"Resolve, to Develop MaineCare Coverage for Doula Services",Adopted on 6/3/2025,Adopted on 6/3/2025
1525,HP1010,"C ""A"" (H-248 )",True,,Adopted on 5/22/2025,Adopted on 5/22/2025
1528,SP0612,"C ""A"" (S-84 )",True,,Adopted on 5/22/2025,Adopted on 5/20/2025
1529,SP0613,"C ""A"" (S-271 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1529,SP0613,"S ""A"" (S-478 ) to C ""A"" (S-271 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1530,SP0614,"C ""A"" (S-595 )",True,,Adopted on 4/2/2026,Adopted on 4/2/2026
1530,SP0614,"C ""B"" (S-596 )",False,,,
1535,SP0619,"C ""A"" (S-264 )",True,"Resolve, to Direct the Public Utilities Commission to Facilitate Stakeholder Discussions Related to High Electrical Usage",Adopted on 6/5/2025,
1538,SP0622,"C ""A"" (S-198 )",False,,,
1539,SP0623,"C ""A"" (S-287 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1540,SP0624,"C ""A"" (S-394 )",True,"Resolve, Directing the Maine Developmental Disabilities Council to Examine the Unmet Needs of Children Who Need Skilled Medical Care",Adopted on 6/13/2025,Adopted on 6/13/2025
1542,SP0626,"C ""A"" (S-266 )",True,,Adopted on 6/4/2025,Adopted on 6/4/2025
1543,SP0627,"C ""A"" (S-316 )",True,,Adopted on 6/10/2025,Adopted on 6/9/2025
1544,SP0628,"C ""A"" (S-328 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1544,SP0628,"S ""A"" (S-683 ) to C ""A"" (S-328 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1547,SP0631,"C ""A"" (S-612 )",True,An Act to Fund Maine's Snowmobile Trail Programs,Adopted on 4/2/2026,Adopted on 4/2/2026
1548,SP0632,"C ""A"" (S-312 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1549,SP0633,"C ""A"" (S-181 )",False,,,
1550,SP0634,"C ""A"" (S-102 )",True,,Adopted on 5/22/2025,Adopted on 5/20/2025
1551,SP0635,"C ""A"" (S-153 )",True,,Adopted on 5/29/2025,Adopted on 5/28/2025
1553,HP1011,"C ""A"" (H-358 )",False,,,
1554,HP1012,"C ""A"" (H-352 )",True,"Resolve, Directing the Department of Labor to Report on Sexual Harassment",Adopted on 6/2/2025,Adopted on 6/3/2025
1555,HP1013,"C ""A"" (H-570 )",True,,Adopted on 6/10/2025,Adopted on 6/10/2025
1558,HP1016,"C ""A"" (H-629 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1558,HP1016,"S ""A"" (S-442 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1562,HP1020,"C ""A"" (H-579 )",True,,Adopted on 6/9/2025,Adopted on 6/10/2025
1563,HP1021,"C ""A"" (H-564 )",False,,,
1564,HP1022,"C ""A"" (H-415 )",True,An Act to Delay Implementation of Certain Recent Changes to the Beverage Container Redemption Law and to Make Other Necessary Changes to That Law,Adopted on 6/2/2025,Adopted on 6/2/2025
1566,HP1024,"C ""A"" (H-677 )",True,"An Act to Provide Compensation to Individuals with Lived Experience Serving on Certain Advisory Boards, Commissions, Councils and Similar Groups",Adopted on 6/13/2025,Adopted on 6/13/2025
