ld,paper,chamber,number,date,motion,outcome,yeas,nays,absent,excused,vacant,yeas_required,url
1871,SP0741,House,542,2025-06-17,Enactment,PREVAILS,89,58,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099008&chamber=House&serialnumber=542
1872,HP1243,Senate,715,2026-02-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,32,0,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099012&chamber=Senate&serialnumber=715
1872,HP1243,House,609,2026-02-10,"ACC OTP-AM BY CA ""B""",PREVAILS,91,47,10,1,2,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099012&chamber=House&serialnumber=609
1873,HP1244,Senate,611,2025-06-17,RECEDE,FAILS,15,20,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099014&chamber=Senate&serialnumber=611
1873,HP1244,House,522,2025-06-16,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,79,68,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099014&chamber=House&serialnumber=522
1879,HP1250,Senate,442,2025-06-10,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,13,18,1,3,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099023&chamber=Senate&serialnumber=442
1879,HP1250,Senate,472,2025-06-12,RECEDE AND CONCUR,PREVAILS,18,16,1,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099023&chamber=Senate&serialnumber=472
1879,HP1250,House,408,2025-06-10,ACC MAJ OTP AS AMENDED REP,PREVAILS,77,67,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099023&chamber=House&serialnumber=408
1879,HP1250,House,430,2025-06-11,RECEDE AND CONCUR,FAILS,65,78,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099023&chamber=House&serialnumber=430
1879,HP1250,House,475,2025-06-13,Enactment,PREVAILS,82,63,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099023&chamber=House&serialnumber=475
1881,HP1252,Senate,280,2025-06-02,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099028&chamber=Senate&serialnumber=280
1881,HP1252,House,239,2025-05-29,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,77,68,6,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099028&chamber=House&serialnumber=239
1884,HP1255,Senate,284,2025-06-02,ACCEPT MINORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099034&chamber=Senate&serialnumber=284
1884,HP1255,House,247,2025-05-29,ACC MIN OUGHT NOT TO PASS REP,PREVAILS,72,71,8,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099034&chamber=House&serialnumber=247
1886,HP1257,House,342,2025-06-05,ACC MAJ OTP AS AMENDED REP,PREVAILS,108,32,9,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099039&chamber=House&serialnumber=342
1892,HP1263,Senate,864,2026-04-06,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,12,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099024&chamber=Senate&serialnumber=864
1892,HP1263,House,727,2026-04-02,ACC MAJ OTP AS AMENDED REP,PREVAILS,79,68,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099024&chamber=House&serialnumber=727
1893,HP1264,Senate,909,2026-04-08,ACCEPT REPORT,PREVAILS,35,0,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099026&chamber=Senate&serialnumber=909
1893,HP1264,House,758,2026-04-08,acc otp-am report,PREVAILS,148,0,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099026&chamber=House&serialnumber=758
1894,HP1265,Senate,373,2025-06-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,22,10,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099029&chamber=Senate&serialnumber=373
1894,HP1265,House,361,2025-06-09,Final Passage - Emer,FAILS,76,69,4,2,0,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099029&chamber=House&serialnumber=361
1897,HP1268,Senate,580,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,8,27,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099035&chamber=Senate&serialnumber=580
1897,HP1268,Senate,581,2025-06-16,ACCEPT MINORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099035&chamber=Senate&serialnumber=581
1897,HP1268,Senate,582,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099035&chamber=Senate&serialnumber=582
1897,HP1268,House,520,2025-06-16,ACC MAJ OTP AS AMENDED REP,FAILS,54,92,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099035&chamber=House&serialnumber=520
1897,HP1268,House,521,2025-06-16,ACC MIN OTP AS AMENDED REP,PREVAILS,110,35,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099035&chamber=House&serialnumber=521
1899,HP1270,Senate,419,2025-06-09,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099038&chamber=Senate&serialnumber=419
1899,HP1270,House,379,2025-06-09,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,77,68,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099038&chamber=House&serialnumber=379
1900,HP1271,Senate,374,2025-06-05,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,20,12,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099041&chamber=Senate&serialnumber=374
1900,HP1271,House,328,2025-06-04,ACC MAJ OUGHT TO PASS REP,PREVAILS,75,67,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099041&chamber=House&serialnumber=328
1902,SP0742,Senate,905,2026-04-08,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099045&chamber=Senate&serialnumber=905
1902,SP0742,House,765,2026-04-08,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,98,51,1,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099045&chamber=House&serialnumber=765
1908,SP0749,Senate,787,2026-03-24,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,22,13,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099068&chamber=Senate&serialnumber=787
1908,SP0749,Senate,884,2026-04-06,RECEDE,PREVAILS,21,11,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099068&chamber=Senate&serialnumber=884
1908,SP0749,Senate,885,2026-04-06,ADOPT SENATE AMENDMENT (S-632) to COMMITTEE AMENDMENT,PREVAILS,27,5,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099068&chamber=Senate&serialnumber=885
1908,SP0749,House,674,2026-03-25,"acc maj otp-am by ca ""a""",FAILS,50,91,8,1,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099068&chamber=House&serialnumber=674
1908,SP0749,House,750,2026-04-07,RECEDE AND CONCUR,FAILS,73,75,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099068&chamber=House&serialnumber=750
1911,SP0752,Senate,892,2026-04-06,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,12,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099072&chamber=Senate&serialnumber=892
1911,SP0752,Senate,962,2026-04-29,Reconsideration - Veto,FAILS,20,11,0,4,0,21,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099072&chamber=Senate&serialnumber=962
1911,SP0752,House,740,2026-04-07,ACC MAJ OTP AS AMENDED REP,PREVAILS,81,65,4,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099072&chamber=House&serialnumber=740
1911,SP0752,House,756,2026-04-07,Enactment,PREVAILS,79,68,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099072&chamber=House&serialnumber=756
1917,HP1278,Senate,912,2026-04-08,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099097&chamber=Senate&serialnumber=912
1917,HP1278,House,745,2026-04-07,ACC MAJ OTP AS AMENDED REP,PREVAILS,77,70,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099097&chamber=House&serialnumber=745
1918,HP1279,Senate,913,2026-04-08,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099100&chamber=Senate&serialnumber=913
1918,HP1279,House,746,2026-04-07,ACC MAJ OTP AS AMENDED REP,PREVAILS,79,68,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099100&chamber=House&serialnumber=746
1920,HP1281,House,423,2025-06-10,Enactment - Emer,PREVAILS,143,0,6,2,0,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099104&chamber=House&serialnumber=423
1921,HP1282,Senate,724,2026-02-26,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,14,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099105&chamber=Senate&serialnumber=724
1923,HP1284,Senate,773,2026-03-18,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099085&chamber=Senate&serialnumber=773
1928,HP1289,Senate,365,2025-06-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,17,15,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099093&chamber=Senate&serialnumber=365
1928,HP1289,Senate,403,2025-06-09,PASSAGE TO BE ENGROSSED AS AMENDED,FAILS,14,20,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099093&chamber=Senate&serialnumber=403
1928,HP1289,House,319,2025-06-04,ACC MAJ OTP AS AMENDED REP,PREVAILS,72,70,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099093&chamber=House&serialnumber=319
1928,HP1289,House,397,2025-06-10,RECEDE AND CONCUR,FAILS,72,73,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099093&chamber=House&serialnumber=397
1930,HP1291,Senate,431,2025-06-10,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099095&chamber=Senate&serialnumber=431
1930,HP1291,House,389,2025-06-09,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,77,66,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099095&chamber=House&serialnumber=389
1934,HP1295,Senate,462,2025-06-11,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,22,9,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099101&chamber=Senate&serialnumber=462
1934,HP1295,Senate,463,2025-06-11,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,24,7,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099101&chamber=Senate&serialnumber=463
1934,HP1295,House,394,2025-06-10,Acc Maj OTP as Amended Rep,FAILS,66,78,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099101&chamber=House&serialnumber=394
1934,HP1295,House,444,2025-06-11,RECEDE AND CONCUR,PREVAILS,74,67,8,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099101&chamber=House&serialnumber=444
1934,HP1295,House,476,2025-06-13,Enactment,PREVAILS,74,72,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099101&chamber=House&serialnumber=476
1937,SP0755,Senate,487,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099115&chamber=Senate&serialnumber=487
1937,SP0755,House,543,2025-06-17,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,72,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099115&chamber=House&serialnumber=543
1937,SP0755,House,544,2025-06-17,ADOPT HAH-707 TO CAS-346,FAILS,71,76,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099115&chamber=House&serialnumber=544
1940,HP1299,Senate,625,2025-06-18,ACCEPT REPORT 'C' OUGHT TO PASS AS AMENDED,PREVAILS,18,16,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099164&chamber=Senate&serialnumber=625
1940,HP1299,House,569,2025-06-17,"ACC REPORT ""A"" OTP-AM",FAILS,66,82,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099164&chamber=House&serialnumber=569
1940,HP1299,House,581,2025-06-18,RECEDE AND CONCUR,FAILS,62,85,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099164&chamber=House&serialnumber=581
1941,HP1300,Senate,907,2026-04-08,ACCEPT REPORT 'C' OUGHT TO PASS AS AMENDED,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099165&chamber=Senate&serialnumber=907
1941,HP1300,Senate,908,2026-04-08,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,20,15,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099165&chamber=Senate&serialnumber=908
1941,HP1300,House,747,2026-04-07,"acc report ""a"" ontp",FAILS,74,74,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099165&chamber=House&serialnumber=747
1941,HP1300,House,748,2026-04-07,"acc report ""b"" otp-am by ca ""a""",FAILS,54,94,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099165&chamber=House&serialnumber=748
1941,HP1300,House,749,2026-04-07,"acc report ""c"" otp-am by ca ""b""",PREVAILS,77,71,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099165&chamber=House&serialnumber=749
1942,HP1301,Senate,887,2026-04-06,ACCEPT REPORT 'A' OUGHT TO PASS AS AMENDED,PREVAILS,23,9,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099166&chamber=Senate&serialnumber=887
1942,HP1301,Senate,888,2026-04-06,ADOPT SENATE AMENDMENT (S-621) to COMMITTEE AMENDMENT,PREVAILS,22,10,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099166&chamber=Senate&serialnumber=888
1942,HP1301,House,684,2026-03-26,"acc report ""a"" otp-am by ca ""a""",PREVAILS,89,55,5,1,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099166&chamber=House&serialnumber=684
1948,HP1307,Senate,141,2025-05-13,SUSPEND RULES,PREVAILS,21,12,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099172&chamber=Senate&serialnumber=141
1948,HP1307,Senate,142,2025-05-13,PASSAGE TO BE ENGROSSED,PREVAILS,21,12,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099172&chamber=Senate&serialnumber=142
1948,HP1307,House,119,2025-05-07,INDEFINITELY POSTPONE,FAILS,55,85,10,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099172&chamber=House&serialnumber=119
1948,HP1307,House,160,2025-05-20,Enactment - Emer,FAILS,93,50,8,0,0,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099172&chamber=House&serialnumber=160
1949,SP0756,Senate,594,2025-06-16,ACCEPT REPORT 'A' OUGHT TO PASS AS AMENDED,PREVAILS,22,13,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099117&chamber=Senate&serialnumber=594
1949,SP0756,Senate,736,2026-03-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,12,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099117&chamber=Senate&serialnumber=736
1949,SP0756,House,650,2026-03-17,Enactment,PREVAILS,86,56,7,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099117&chamber=House&serialnumber=650
1951,SP0758,House,598,2025-06-25,RECEDE AND CONCUR,PREVAILS,96,43,10,2,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099119&chamber=House&serialnumber=598
1955,SP0763,House,634,2026-03-05,"ACC OTP-AM BY CA ""B""",PREVAILS,77,65,7,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099161&chamber=House&serialnumber=634
1956,SP0764,House,415,2025-06-10,Enactment,PREVAILS,79,66,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099173&chamber=House&serialnumber=415
1957,HP1309,Senate,873,2026-04-06,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,FAILS,12,21,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099174&chamber=Senate&serialnumber=873
1957,HP1309,House,683,2026-03-26,ACC MAJ OUGHT NOT TO PASS REP,FAILS,26,116,7,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099174&chamber=House&serialnumber=683
1960,SP0767,House,308,2025-06-04,ACC MAJ OTP AS AMENDED REP,FAILS,52,91,8,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099177&chamber=House&serialnumber=308
1960,SP0767,House,572,2025-06-18,RECEDE AND CONCUR,FAILS,38,110,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099177&chamber=House&serialnumber=572
1962,SP0769,Senate,803,2026-03-26,ACCEPT REPORT 'A' OUGHT TO PASS AS AMENDED,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099214&chamber=Senate&serialnumber=803
1962,SP0769,House,696,2026-03-30,"acc report ""a"" otp-am by ca ""a""",FAILS,69,69,12,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099214&chamber=House&serialnumber=696
1963,SP0770,Senate,585,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099216&chamber=Senate&serialnumber=585
1963,SP0770,Senate,614,2025-06-17,RECEDE AND CONCUR,FAILS,13,22,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099216&chamber=Senate&serialnumber=614
1963,SP0770,House,559,2025-06-17,ACC MAJ OTP AS AMENDED REP,FAILS,68,78,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099216&chamber=House&serialnumber=559
1963,SP0770,House,573,2025-06-18,RECEDE AND CONCUR,FAILS,68,80,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099216&chamber=House&serialnumber=573
1966,HP1310,Senate,875,2026-04-06,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,12,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099284&chamber=Senate&serialnumber=875
1966,HP1310,House,713,2026-04-02,ACC MAJ OTP AS AMENDED REP,PREVAILS,76,68,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099284&chamber=House&serialnumber=713
1966,HP1310,House,737,2026-04-07,Enactment,PREVAILS,77,70,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099284&chamber=House&serialnumber=737
1967,HP1311,House,421,2025-06-10,ACC MAJ OTP AS AMENDED REP,PREVAILS,77,67,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099286&chamber=House&serialnumber=421
1968,HP1312,Senate,551,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,14,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099288&chamber=Senate&serialnumber=551
1968,HP1312,Senate,658,2025-06-25,ENACTMENT,PREVAILS,18,15,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099288&chamber=Senate&serialnumber=658
1968,HP1312,House,376,2025-06-09,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,69,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099288&chamber=House&serialnumber=376
1968,HP1312,House,525,2025-06-16,RECEDE,FAILS,69,77,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099288&chamber=House&serialnumber=525
1971,HP1315,Senate,605,2025-06-17,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099282&chamber=Senate&serialnumber=605
1971,HP1315,Senate,606,2025-06-17,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099282&chamber=Senate&serialnumber=606
1971,HP1315,Senate,634,2025-06-18,ENACTMENT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099282&chamber=Senate&serialnumber=634
1971,HP1315,House,541,2025-06-17,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,73,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099282&chamber=House&serialnumber=541
1971,HP1315,House,574,2025-06-18,Enactment,PREVAILS,75,73,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099282&chamber=House&serialnumber=574
1974,HP1318,Senate,422,2025-06-09,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,16,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099290&chamber=Senate&serialnumber=422
1974,HP1318,House,373,2025-06-09,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,71,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099290&chamber=House&serialnumber=373
1975,HP1319,Senate,726,2026-02-26,ACCEPT REPORT 'A' OUGHT TO PASS AS AMENDED,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099292&chamber=Senate&serialnumber=726
1975,HP1319,House,623,2026-02-24,"ACC REP ""A"" OTP-AM BY CA ""A""",PREVAILS,65,64,19,1,2,65,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099292&chamber=House&serialnumber=623
1979,HP1322,Senate,312,2025-06-03,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,20,13,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099307&chamber=Senate&serialnumber=312
1987,HP1335,House,555,2025-06-17,RECEDE AND CONCUR,PREVAILS,118,30,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280099999&chamber=House&serialnumber=555
1988,HP1336,Senate,537,2025-06-13,COMMIT,FAILS,13,19,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100000&chamber=Senate&serialnumber=537
1988,HP1336,Senate,538,2025-06-13,1ST READING WITHOUT REFERENCE,PREVAILS,19,13,0,3,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100000&chamber=Senate&serialnumber=538
1993,SP0806,Senate,734,2026-03-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,14,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100715&chamber=Senate&serialnumber=734
1993,SP0806,House,645,2026-03-12,"ACC OTP-AM BY CA ""A""",PREVAILS,74,67,8,1,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100715&chamber=House&serialnumber=645
1995,SP0808,Senate,720,2026-02-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,30,2,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100763&chamber=Senate&serialnumber=720
1999,SP0812,Senate,718,2026-02-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,31,1,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100811&chamber=Senate&serialnumber=718
2003,SP0819,Senate,733,2026-03-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,12,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100843&chamber=Senate&serialnumber=733
2004,SP0820,House,620,2026-02-24,Enactment,PREVAILS,128,0,20,1,2,65,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100841&chamber=House&serialnumber=620
2007,SP0825,House,690,2026-03-26,ACC MAJ OTP AS AMENDED REP,PREVAILS,87,55,7,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100859&chamber=House&serialnumber=690
2011,HP1341,House,621,2026-02-24,ACC MAJ OUGHT TO PASS REP,PREVAILS,106,23,19,1,2,65,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100875&chamber=House&serialnumber=621
2017,HP1347,House,636,2026-03-05,"ACC OTP-AM BY CA ""A""",PREVAILS,74,68,7,1,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280100888&chamber=House&serialnumber=636
